"";"x"
"213";-0.664217274168374
"214";-0.670764143388889
"215";0.611130969731379
"216";-2.44544267276133
"217";-1.76342487238159
"218";-4.12559170611521
"219";-0.472849826223979
"220";-1.68336973178609
"221";-0.168665419414815
"222";-0.332941680294532
"223";-0.982621959537455
"224";-1.916788781144
"225";-1.43389232224476
"226";-1.34256349795822
"227";1.18648522733933
"228";-1.9123686935919
"229";-3.7989286535881
"230";-1.4686477591123
"231";-2.05027871073329
"232";0.186086698668454
"233";-0.951072878248982
"234";-1.13114139542069
"235";-1.12311796584918
"236";-1.13148367469641
"237";-2.08433699821137
"238";-1.16808962650097
"239";-0.517473568436002
"240";-1.13512407942597
"241";-2.82698508798499
"242";-0.850890932906195
"243";-0.213650427712506
"244";-0.119380058763553
"245";-2.67101790924929
"246";-2.01532297975577
"247";-1.36053923238969
"248";-1.05696061133583
"249";-0.884573510102534
"250";0.502474718906955
"251";0.862793878398149
"252";-0.109025229148119
"253";0.476605002136349
"254";-1.10968703325025
"255";-0.799951180458397
"256";-2.80698597562038
"257";0.0645741983104453
"258";-1.95845110577538
"259";0.778393653861713
"260";-1.75475695123735
"261";-1.45011762980055
"262";-0.935133150245681
"263";-0.309458051195509
"264";-2.37653052401689
"265";-0.543925388013974
"266";-0.352341885278839
"267";-2.40372271972319
"268";-0.513291868642102
"269";-1.52794316755391
"270";-0.243727058909623
"271";-3.03799456571867
"272";-0.506826601941914
"273";-1.45767982146481
"274";-0.548591858547604
"275";-1.84994687999917
"276";-0.250952209541384
"277";-0.527784640184887
"278";0.441219977998121
"279";0.742644109525315
"280";-3.29782907484329
"281";0.305397833307393
"282";0.215995536131688
"283";-2.92628628316086
"284";-2.30272662205617
"285";-1.01128761016261
"286";-0.640359399528259
"287";0.347366003764968
"288";-1.33226392630135
"289";-0.737496063461904
"290";-2.10743794210707
"291";-1.13932344611272
"292";-1.90537078287596
"293";-0.951667492853669
"294";-2.04092043479012
"295";-1.17645021677675
"296";-0.825593789874883
"297";-0.135649240496812
"298";-0.473786550981162
"299";-0.426455641680372
"300";-2.2365273126519
"301";-1.03024467473515
"302";0.686588352425286
"303";-1.44222718552716
"304";-1.37418976998732
"305";-0.566301568313367
"306";-1.6641434847058
"307";-1.30990896345724
"308";-2.07062581628174
"309";-1.31629695443214
"310";-1.59065031284992
"311";-0.942301518294171
"312";-1.7751033388949
"313";-0.697722026031384
"314";-1.62746810378605
"315";-1.97239474290318
"316";-2.06998043808664
"317";0.278672710949376
"318";-1.25425551403687
"319";-0.166035147821771
"320";-1.09995719931111
"321";-0.379059653287038
"322";0.158944196567839
"323";-1.63256360069342
"324";-2.311857345897
"325";-1.45875630896346
"326";-0.876592719313194
"327";0.129707971556185
"328";-0.838804646409705
"329";-0.427419782037065
"330";-2.76937981804394
"331";-0.922066038682025
"332";0.58241139592544
"333";-0.185151607217911
"334";-1.56405930783508
"335";0.471417208911388
"336";-1.16481628459679
"337";-1.70004429757995
"338";0.0731255302932818
"339";-2.5029249930187
"340";-1.59630823444319
"341";-0.710673071169233
"342";-2.00679662115093
"343";-0.666349470253854
"344";-2.06453938328942
"345";-0.82661526756043
"346";-1.82367833121704
"347";-0.464389085028197
"348";-0.279725564560564
"349";-1.04565815027553
"350";-0.0739949367651924
"351";-0.88466578359528
"352";-1.72687796730966
"353";0.242459120632299
"354";-2.31106831007448
"355";-2.3467732349888
"356";-1.34817379198196
"357";-1.52446217988176
"358";-2.71204755688367
"359";-1.95639037680956
"360";-1.45077910806244
"361";1.25516674280249
"362";-0.796965423082646
"363";-0.755561283138643
"364";-1.27115803321904
"365";-0.619902252914092
"366";-1.87714580821668
"367";-0.331756854857309
"368";-0.713783262675211
"369";0.374459770075838
"370";-4.20186869055251
"371";0.0757621943204008
"372";-1.96246797216264
"373";-1.48054601605501
"374";-2.37724574014744
"375";-1.49901647466416
"376";-0.14162644701299
"377";-2.55935235789905
"378";1.44590065283761
"379";-2.27570127726931
"380";-1.87033286232278
"381";0.399605918886663
"382";-0.307746168298824
"383";-1.96810259180245
"384";-0.414268923761579
"385";-1.24263699641342
"386";0.579881425257571
"387";-0.984841134001492
"388";1.47382279091621
"389";-2.17054272286562
"390";-1.76231095408447
"391";-1.8599915844873
"392";-2.89833178875949
"393";-3.06606661362895
"394";-1.86414150885187
"395";0.422804170791955
"396";0.0152518413948901
"397";-2.80311437282079
"398";-1.90643205209705
"399";-1.17339492416161
"400";-1.68826830041926
"401";-0.182693169117108
"402";-0.900719132504119
"403";-0.512883987733073
"404";-0.836680196170063
"405";-2.0937357875727
"406";-1.83976774938893
"407";-1.18182538024095
"408";-2.54626647221047
"409";-1.14337633171407
"410";-1.23973226175166
"411";0.487790014828946
"412";-1.97795261377184
"413";0.0525707225484826
"414";0.0820813130416576
"415";-1.19497139461485
"416";-1.6985620803911
"417";-0.114888724968655
"418";-3.16391544835488
"419";-2.16081597296766
"420";-0.119948885053905
"421";0.237758473625866
"422";0.409983839030494
"423";-2.16318269096952
"424";-1.47446659930764
"425";-1.69017334650284
"426";-0.0775774260367468
"427";-1.51554659512166
"428";-1.6421947007742
"429";-1.85060564208231
"430";-1.12906638488116
"431";0.133220883734893
"432";-0.864486099986691
"433";-0.906601123965481
"434";-2.94217545637767
"435";-1.35403646406206
"436";0.533525215510098
"437";-1.81792952199616
"438";-1.17249376239722
"439";-0.943876729660713
"440";-0.231442562615593
"441";-0.137650596169564
"442";-1.88461779803844
"443";-0.70530850044312
"444";-0.39247070925295
"445";-1.11045103252187
"446";-2.14412434221314
"447";-0.147576336998287
"448";-0.139228619002074
"449";-0.0358690962728988
"450";-1.70177837663958
"451";-1.68431783555779
"452";-1.1446884706437
"453";-0.788224580563035
"454";-2.1850965744759
"455";-1.71530685261127
"456";-1.03705415817388
"457";0.710231765027252
"458";-1.78570259400112
"459";-0.806763037092023
"460";-1.73574703508306
"461";-1.38793853869418
"462";-0.0438700471347748
"463";-0.751298581538713
"464";-2.03948199240813
"465";-2.48286274075779
"466";-2.20019994326475
"467";-1.18019182662352
"468";-1.70598748929515
"469";-0.816665591054422
"470";-0.307739800397262
"471";-2.15841546609575
"472";-1.7884804125883
"473";-0.782620170753748
"474";-1.88902986703661
"475";1.23628273665225
"476";-0.234624111172326
"477";-0.517921393542624
"478";-0.158088877611892
"479";-0.75503446040379
"480";-1.79955869709734
"481";-0.298506868060479
"482";0.47462657449889
"483";-1.21259000993697
"484";-0.875368908283755
"485";-0.861887360193842
"486";-0.771218984352246
"487";-0.179438377030248
"488";-1.8799342625224
"489";-2.85912825162035
"490";-0.454822209043423
"491";-1.45727707614788
"492";-2.27810695734083
"493";-1.18199477594456
"494";-2.18770338267361
"495";0.686202758906593
"496";-0.840570989278297
"497";-1.01947388772502
"498";1.02805564689922
"499";-0.936950926861844
"500";-1.1432260393431
"501";-1.39744636303028
"502";-1.75421025439944
"503";-0.669901162482096
"504";-0.319840922085253
"505";-0.290734585485592
"506";-0.661975375002207
"507";-1.00674160100963
"508";-0.202412199382883
"509";-1.66000781872631
"510";0.0527121037532856
"511";-1.20981752931402
"512";-0.440270048647895
"513";-1.56557037126076
"514";-2.02183543196003
"515";0.0293193180779123
"516";1.31361812381814
"517";-1.29451090533263
"518";-2.1799757059775
"519";-1.47425418519746
"520";-2.29283678755841
"521";-2.11962835212833
"522";0.368250376162859
"523";0.323207963962446
"524";-0.012845057204892
"525";-1.6723529364195
"526";-1.44864414408373
"527";-0.376329359720504
"528";-0.85836898243056
"529";-0.579263738019214
"530";-1.37017337945263
"531";-2.20091391806466
"532";-0.97407712696343
"533";-1.20464683145405
"534";-0.582316756872304
"535";-1.4090229015672
"536";-1.73710018274311
"537";-0.488796431154553
"538";-1.24050445544679
"539";0.519355407421288
"540";-2.33335288664702
"541";-1.86289195422999
"542";-0.00636615633309801
"543";0.362639399474035
"544";-0.378018863423102
"545";0.00433437499933298
"546";-3.25343583264121
"547";-2.41230209360927
"548";-1.31253977371889
"549";-1.6519451974794
"550";-1.06131668016648
"551";-1.16470250110263
"552";-2.26353421318241
"553";-1.13019461654088
"554";0.237824538686437
"555";-0.437420122669549
"556";-0.180642667515249
"557";-0.965435539803481
"558";-2.55490206953273
"559";-0.26354675456871
"560";-1.64433846462071
"561";-1.86722784123099
"562";0.740100212052962
"563";-0.390919406825871
"564";-1.68050188738041
"565";0.520680269850676
"566";0.297100286704152
"567";-0.0221798328445211
"568";-2.82117035113024
"569";-1.23281215033109
"570";-1.47618166138714
"571";-3.03768840691378
"572";0.0824488640353183
"573";-1.00878408217506
"574";-0.0883976049785594
"575";-1.10011339302087
"576";-1.97155550128437
"577";-2.90042735069664
"578";-0.823215702185667
"579";0.0350126274859384
"580";0.265137418412175
"581";0.459466617199383
"582";0.194198400670524
"583";-0.269003096671997
"584";-0.703679612091765
"585";-1.8803206208001
"586";0.154861120825279
"587";0.86699761845414
"588";-1.82495001223703
"589";-1.96533771040148
"590";-1.33800421423898
"591";-2.10497897200389
"592";-1.08128459664841
"593";-0.808004179898563
"594";-1.67693558402978
"595";-1.19031912226085
"596";-1.95720091147883
"597";-0.0310217036879411
"598";0.673548805743491
"599";-0.803629702614686
"600";-0.153660351229175
"601";-1.14045461098998
"602";-1.5651059193564
"603";-1.3844197632858
"604";-1.50149168766914
"605";-2.24831986326559
"606";-2.85369165622869
"607";-1.38022095366273
"608";-1.32254046357652
"609";-3.7953340280577
"610";-2.76548571122513
"611";-0.619395561666495
"612";-1.82153092313837
"613";-0.617333870318022
"614";-2.21315645965352
"615";0.305000933771127
"616";-0.602455561934288
"617";1.83168669428544
"618";-0.381361218741336
"619";0.081988779704036
"620";-1.55656400429947
"621";-0.773958998189181
"622";-0.409925133405954
"623";-2.24965693934066
"624";-0.765867413391411
"625";-1.60941350243485
"626";-1.72691429055137
"627";-2.19349412069105
"628";-1.89324381896877
"629";-0.749075769751391
"630";-1.90474639253251
"631";-4.40948115724225
"632";0.0515964948188783
"633";-2.00997957759312
"634";-1.16356641207283
"635";-1.66348380128975
"636";-3.40299341662702
"637";-1.76372919873336
"638";-1.31783409464129
"639";-0.470914342655806
"640";-0.948007667217724
"641";-2.82002047711838
"642";-2.01235808205508
"643";-1.00123092058524
"644";-2.30849331791243
"645";-0.0710460659954691
"646";-0.598952593701384
"647";0.359886459551408
"648";-2.34728211392074
"649";-0.982716208175414
"650";-2.07869402953164
"651";-0.67110298496749
"652";-2.01903939558929
"653";-0.83513493490319
"654";1.0340023323261
"655";-0.436490474038212
"656";-0.864549971764889
"657";-2.06112240346998
"658";-0.285356304706418
"659";-1.66801216868832
"660";0.292798967941295
"661";-1.02119725387396
"662";0.261578127261471
"663";-0.367532622748429
"664";-0.656899718598912
"665";-0.430442202570653
"666";-0.581469983765945
"667";-0.237493711763918
"668";-0.736917202388867
"669";-0.454146853307448
"670";-0.570476445220106
"671";-0.685588339578686
"672";-0.351084330002656
"673";-1.99921251123664
"674";1.46835357674223
"675";-1.21243020006717
"676";-1.65798076059683
"677";-1.31352029734914
"678";-1.85763313595216
"679";-2.87935510345691
"680";0.334991164136314
"681";-0.369925072950499
"682";-0.738611972205955
"683";0.0343549588569367
"684";0.549648947865424
"685";-0.893969960285209
"686";-0.238546622796468
"687";-0.570107462899304
"688";-0.0979422886315837
"689";-1.17792940254659
"690";-1.27477684172063
"691";0.555415228113372
"692";-1.88731601118151
"693";-1.73342381402925
"694";-1.80470320949861
"695";0.671907761082651
"696";-1.17200876954947
"697";-1.59661182872547
"698";-0.869837699583167
"699";-2.17233213611995
"700";-0.0828192274492371
"701";-1.7406959355155
"702";0.682678036064895
"703";-0.241517572533682
"704";-1.60897470096107
"705";-0.796470005639682
"706";-0.11978704380884
"707";-1.27616156486291
"708";-0.721702269458166
"709";0.117727622759803
"710";0.483005970882337
"711";-0.747326579900208
"712";-1.56786158422926
"713";-1.45843372623428
"714";-1.70933450023931
"715";-1.29542321411598
"716";-1.45323761651457
"717";-2.97777165676335
"718";-1.02306412035298
"719";-1.42489289489601
"720";-1.09920994953015
"721";-0.0082467757175313
"722";-2.27159381380549
"723";-0.207766133042194
"724";-0.30139844563026
"725";-2.39555272865748
"726";-0.395433868743655
"727";-0.724763281063651
"728";-1.63738161904733
"729";0.274653299272811
"730";-0.923177565044078
"731";-2.15252216222188
"732";-1.30200056682343
"733";-1.37510310249832
"734";-0.592069597311396
"735";-1.93438722390164
"736";-3.73811934631975
"737";0.419116106538578
"738";-1.04493402137116
"739";-0.63434444458003
"740";0.40015068943596
"741";-0.192008094188204
"742";-1.91396185744625
"743";-3.03541624288449
"744";-0.603594407342124
"745";-0.468163112574661
"746";-0.64633656473133
"747";-0.0370922243210053
"748";-1.31671022721045
"749";-2.75475207081049
"750";1.76944631369862
"751";-0.11261288202734
"752";-1.71669155457084
"753";-0.413040808667431
"754";-1.61536628907054
"755";-1.4581892669987
"756";-2.08113089551213
"757";-0.0901575613224199
"758";-0.858975772206003
"759";-2.70785468514356
"760";-1.99658910321059
"761";-0.821688492881755
"762";-1.67440216323242
"763";-0.246411126607851
"764";-0.412141122648075
"765";-0.661753938887595
"766";-0.185022736599753
"767";-0.267591009628724
"768";-2.02900546417687
"769";-1.16939706811082
"770";-3.42833872676054
"771";-0.895741634469018
"772";-2.83726832325764
"773";-1.53115535155682
"774";-0.49765587796476
"775";0.141140334391712
"776";-2.18475984910874
"777";0.294877895502063
"778";0.577601225615694
"779";-2.20234944525712
"780";-1.37297307841101
"781";-0.788651533332517
"782";-1.80075135670339
"783";0.0161751836319579
"784";-1.71369824611359
"785";-0.825885100132107
"786";-2.50328034786625
"787";-1.50259386678187
"788";-0.915983031687441
"789";-0.361063461700846
"790";-0.930741520756865
"791";-1.90212078761044
"792";0.964459082934005
"793";-3.55060710878623
"794";-0.254329589172535
"795";-0.943877715212128
"796";-1.85534529846544
"797";-0.621339939553692
"798";-0.914145078075482
"799";1.17326853008074
"800";0.538220069997418
"801";-1.31448211822532
"802";-0.209756770101234
"803";-0.475410706894834
"804";-1.66996100451062
"805";-1.02162592257788
"806";-1.01121511667707
"807";-1.01443706676707
"808";-0.63136175565037
"809";-2.62371228462937
"810";-1.50719409259499
"811";0.349241804386534
"812";0.0337933563082862
"813";-0.488885181680595
"814";-0.404688768181773
"815";-1.64825510817337
"816";-1.86920703467524
"817";-0.0864770092343474
"818";-1.96502203214602
"819";-1.19379595076736
"820";-1.08169601075959
"821";-0.149370364479539
"822";0.844852946062734
"823";-1.82917290819854
"824";-2.14805687450697
"825";-0.13200646822837
"826";-1.87625094268043
"827";-0.147041719553991
"828";0.758805785350154
"829";0.166781470376793
"830";-2.96683107109433
"831";-0.687966083656252
"832";-0.601276829324424
"833";0.179780070641395
"834";-1.33196049129521
"835";-0.798299895879338
"836";-1.61917834500149
"837";-0.130949768665628
"838";-2.24900379275162
"839";-0.591469508401501
"840";-0.514889772627842
"841";-0.122998099634308
"842";-0.872405437671354
"843";0.901533785983015
"844";0.173703949709466
"845";-0.963467490784432
"846";-0.602323206633971
"847";1.3761618033118
"848";-1.98838375486306
"849";-1.63195009665044
"850";0.0366198196101302
"851";-1.19257468715795
"852";-1.50140639212255
"853";0.305615455817861
"854";-0.711294788446786
"855";0.332862286635915
"856";0.180063349992382
"857";0.852388970274699
"858";-1.1559531053069
"859";0.21627676168792
"860";-0.871498515232667
"861";-0.746190062344335
"862";0.073392802499066
"863";-0.345458798886415
"864";-1.98390636088666
"865";-0.985354800223389
"866";-1.32120737001904
"867";-0.492948622477243
"868";-2.09989233679157
"869";-0.257438151085692
"870";-0.799788869903002
"871";-0.774069778461319
"872";-1.70354986050652
"873";-0.228719227815547
"874";-1.29707303285711
"875";-1.22481542969377
"876";0.14851556976343
"877";-0.814703021701632
"878";-1.96392631609041
"879";2.15700983521151
"880";-1.00390748725904
"881";-2.13529288031953
"882";-2.74997833585006
"883";-2.1374706127614
"884";-1.0056324717543
"885";-1.4674613556379
"886";-0.730082218577166
"887";-0.738938700267178
"888";0.527507637783541
"889";-2.69670143913881
"890";0.508576007855915
"891";-1.57336878246404
"892";-1.18016107004365
"893";-2.33926001577237
"894";-1.75006502093846
"895";-0.141646024329321
"896";-3.3435985370185
"897";-0.524192823555945
"898";-0.0327564423466205
"899";-1.36891544046674
"900";-2.40685137334817
"901";0.804102757411563
"902";-1.57306659082338
"903";-0.036719237214849
"904";-1.17345077532923
"905";-1.51208986059333
"906";-1.27652258603792
"907";-2.55139523193561
"908";-1.97770582953998
"909";1.00400044992085
"910";-0.0425865679855894
"911";-2.04584685269381
"912";-0.503604972838552
"913";-3.04913164414492
"914";-0.392681973362659
"915";-0.736976852735816
"916";-0.729701475296778
"917";-0.91638434592567
"918";0.317913871259319
"919";-0.20030179583747
"920";-0.414618553555656
"921";-0.235408966667175
"922";-0.299626447431925
"923";-1.82888093998529
"924";-3.40784480958723
"925";-0.0656062070423
"926";-1.4449667693156
"927";-2.17955404559853
"928";-1.73080348207167
"929";-1.30163750016242
"930";-2.13872236906707
"931";-0.774766623857925
"932";-1.84798786934078
"933";0.973457956915331
"934";-0.265144132485504
"935";-0.827368491549702
"936";0.61487411970518
"937";-1.08789304602541
"938";-0.897132084477525
"939";-2.74349031399273
"940";-1.33758126884464
"941";-0.652969851138577
"942";-1.28757662720071
"943";-1.74721856518247
"944";-0.285716018626072
"945";0.0263345299053221
"946";-0.8539412178852
"947";-2.33152765762684
"948";1.36215579326377
"949";-1.17810944179132
"950";-2.01265021510644
"951";-0.313259959853232
"952";-1.93627548648427
"953";-0.641502033301925
"954";-3.35674591321217
"955";-0.590780818158579
"956";-0.0655608076946053
"957";-0.408898118058833
"958";0.10806825517658
"959";-0.573756066815422
"960";-2.14892074827982
"961";-0.0379140599394595
"962";-0.52289727567479
"963";-1.31062316228443
"964";-0.958458725549562
"965";-1.43103378291193
"966";-1.18077855740627
"967";-1.08505571521554
"968";-1.13606468888095
"969";-0.786584242151331
"970";-1.83182055258324
"971";-0.428808892749817
"972";1.23203490922
"973";-1.25346699303667
"974";-1.13472294403496
"975";-0.990640087838324
"976";0.505645619903714
"977";-1.12814444661551
"978";-1.0005312545304
"979";-0.694520617912613
"980";-1.41967361398115
"981";-1.68447666094575
"982";-0.996897353585532
"983";-0.3125747758068
"984";-0.335692059590485
"985";0.580102883368598
"986";-2.2362461148917
"987";-1.63211246576901
"988";-1.66772000742143
"989";-0.44286398112846
"990";-1.64113478063315
"991";-0.167656142694919
"992";-0.536861249151972
"993";0.110700993587462
"994";1.2394202947059
"995";-1.28634187456737
"996";-0.334581217914554
"997";-1.23860798627153
"998";-0.632446511996312
"999";1.43118706028666
"1000";-0.484247133435892
"1001";-2.10367065982732
"1002";-1.60834706896893
"1003";-2.16846730995053
"1004";-2.36827080725654
"1005";-1.40770190052008
"1006";-0.858293491334139
"1007";-2.27115616221605
"1008";-1.56859781290923
"1009";-1.28797150959078
"1010";-1.65046205025224
"1011";-2.19561297125457
"1012";-1.58348762057221
"1013";-1.01375686658102
"1014";-2.38699942533571
"1015";-0.147056267340016
"1016";-1.51386822691258
"1017";-0.669185125297586
"1018";-2.95348294804212
"1019";0.360242721983053
"1020";-1.24310874315112
"1021";-0.894206511353262
"1022";-2.19035086387337
"1023";-1.3230968739926
"1024";0.714521384123513
"1025";-1.12668944424448
"1026";-0.442597129288528
"1027";0.31623288660811
"1028";0.314889483325801
"1029";-0.621191316673601
"1030";-0.790258630596285
"1031";0.511715794435534
"1032";-1.87224303975129
"1033";0.204117969691288
"1034";-1.86496631967766
"1035";-1.56667949894942
"1036";-1.09134897882213
"1037";-0.621114779977165
"1038";0.78575758858956
"1039";-0.892966316295711
"1040";-0.461924712558507
"1041";-1.55403060387457
"1042";-1.98240563021401
"1043";-0.852476641633654
"1044";-3.02551756744823
"1045";-0.165808564358787
"1046";-2.60693853417655
"1047";-0.646176145016964
"1048";-0.879759884190069
"1049";-0.657892473961633
"1050";-2.30352908539794
"1051";0.582331247147075
"1052";-1.0507482875024
"1053";-0.935322184846526
"1054";0.479943448735375
"1055";-1.91092514056893
"1056";-1.51328187264555
"1057";-0.246125243010409
"1058";-3.60407257433398
"1059";0.599652689624423
"1060";-1.55438982500999
"1061";-1.73834757639014
"1062";1.01731355728507
"1063";-1.5867669010765
"1064";-1.12125012465946
"1065";-0.362810457945403
"1066";0.745188330814633
"1067";-0.474866943683082
"1068";0.580296337682767
"1069";-2.73297825480838
"1070";-1.30253701213818
"1071";-1.96174253974821
"1072";-0.759730286216241
"1073";-0.596485594072871
"1074";0.170208485560059
"1075";-1.0778500117683
"1076";-0.0701083623794839
"1077";-0.817823036460432
"1078";-1.5837298537908
"1079";-1.71758508791375
"1080";-2.24892762185133
"1081";-1.12948463929358
"1082";-0.269418719378748
"1083";-0.800567835730663
"1084";-1.15707307785437
"1085";-1.1024716244112
"1086";-0.47674440134874
"1087";0.363679724723507
"1088";-1.074718323269
"1089";-1.40063125366842
"1090";-1.61911165582716
"1091";-2.3419768321645
"1092";0.333275694199702
"1093";-1.64143126427419
"1094";-1.20462695205509
"1095";-1.13988151812614
"1096";-1.13945244303171
"1097";-2.16672939252942
"1098";-1.73200036097772
"1099";-1.08598067550006
"1100";-0.00586652512124497
"1101";1.0059748619094
"1102";-0.59870443268819
"1103";-1.0172634221172
"1104";0.34493181061578
"1105";-0.490391300673979
"1106";-1.81830171281581
"1107";0.830771806868345
"1108";-1.35809589626467
"1109";-0.723543643339435
"1110";1.07189961474494
"1111";-3.01430268681323
"1112";-0.176150375104941
"1113";-1.51307236794599
"1114";-1.63436217345405
"1115";-2.5232005327389
"1116";-0.679055126657755
"1117";-0.690195356276138
"1118";-0.34487624445342
"1119";-0.977524113781545
"1120";-0.542787028951241
"1121";-1.21765223446705
"1122";-1.49747846945223
"1123";-1.35019842058743
"1124";-1.61838621187561
"1125";-0.78246279128114
"1126";-0.352966281634357
"1127";-2.19495233873331
"1128";-1.90620119941217
"1129";-0.64507305055054
"1130";-0.430887657336034
"1131";0.170008426580351
"1132";-1.89600318878557
"1133";-3.01866241706275
"1134";-0.493258855585456
"1135";-0.824749443150709
"1136";-0.320678388981656
"1137";-1.85767789426734
"1138";-0.199912856493211
"1139";-0.744377851980234
"1140";-1.17419459573033
"1141";0.618234614252992
"1142";-1.50368311208357
"1143";-0.769394486777371
"1144";-0.963114116485881
"1145";-0.756973949276453
"1146";-1.27823591696443
"1147";-0.989465823944183
"1148";1.27167604707185
"1149";-1.23549351560183
"1150";-0.0937005689853069
"1151";-1.21981365801826
"1152";-2.17913919837892
"1153";-0.948275695449366
"1154";-0.350115952770804
"1155";-1.18551334006166
"1156";-0.868547269990125
"1157";-0.430928379145872
"1158";-0.876134506429293
"1159";-1.08198380469571
"1160";-0.840034229669126
"1161";0.0149490524511529
"1162";-0.201662418953175
"1163";-0.0736186780729166
